Food_A,Food_B,Food_C,Type,Reason,Impact
Milk,Lemon,Olive Oil,DEPENDS,Context based,neutral
Apple,Apple,Bajra,DEPENDS,Context based,neutral
Milk,Quinoa,Quinoa,DEPENDS,Context based,neutral
Tomato,Tomato,Apple,DEPENDS,Context based,neutral
Sweet Potato,Quinoa,Almonds,DEPENDS,Context based,neutral
Quinoa,Banana,Orange,DEPENDS,Context based,neutral
Tomato,Sweet Potato,Broccoli,DEPENDS,Context based,neutral
Broccoli,Chicken,Curd,DEPENDS,Context based,neutral
Quinoa,Orange,Dal,GOOD,Stable glucose,metabolic
Tomato,Carrot,Paneer,DEPENDS,Context based,neutral
Peanut Butter,Apple,Ghee,DEPENDS,Context based,neutral
Curd,Curd,Fish,DEPENDS,Context based,neutral
Spinach,Bajra,Ghee,DEPENDS,Context based,neutral
Curd,Sweet Potato,Carrot,DEPENDS,Context based,neutral
Broccoli,Ghee,Fish,DEPENDS,Context based,neutral
Peanut Butter,Olive Oil,Chickpeas,DEPENDS,Context based,neutral
Fish,Apple,Almonds,DEPENDS,Context based,neutral
Almonds,Sweet Potato,Quinoa,DEPENDS,Context based,neutral
Chickpeas,Milk,Quinoa,GOOD,Stable glucose,metabolic
Chicken,Carrot,Bajra,GOOD,Stable glucose,metabolic
Orange,Ragi,Potato,DEPENDS,Context based,neutral
Potato,Fish,Bajra,GOOD,Stable glucose,metabolic
Ghee,Milk,Spinach,BAD,Calcium blocks iron,absorption
Peanut Butter,Spinach,Fish,DEPENDS,Context based,neutral
Sweet Potato,Fish,Chicken,GOOD,Stable glucose,metabolic
Potato,Quinoa,Chickpeas,GOOD,Stable glucose,metabolic
Paneer,Ragi,Chickpeas,GOOD,Stable glucose,metabolic
Brown Rice,Quinoa,Fish,GOOD,Stable glucose,metabolic
Paneer,Milk,Peanut Butter,DEPENDS,Context based,neutral
Jowar,Chicken,Dal,GOOD,Stable glucose,metabolic
Ragi,Chickpeas,Paneer,GOOD,Stable glucose,metabolic
Broccoli,Banana,Olive Oil,DEPENDS,Context based,neutral
Dal,Ragi,Banana,GOOD,Stable glucose,metabolic
Curd,Jowar,Rice,DEPENDS,Context based,neutral
Curd,Spinach,Paneer,BAD,Calcium blocks iron,absorption
Banana,Sweet Potato,Sweet Potato,DEPENDS,Context based,neutral
Potato,Milk,Olive Oil,DEPENDS,Context based,neutral
Chicken,Apple,Spinach,DEPENDS,Context based,neutral
Olive Oil,Peanut Butter,Tomato,DEPENDS,Context based,neutral
Chicken,Quinoa,Bajra,GOOD,Stable glucose,metabolic
Dal,Egg,Ragi,GOOD,Stable glucose,metabolic
Chickpeas,Egg,Almonds,DEPENDS,Context based,neutral
Sweet Potato,Brown Rice,Apple,DEPENDS,Context based,neutral
Dal,Tomato,Ragi,GOOD,Stable glucose,metabolic
Lemon,Bajra,Rice,DEPENDS,Context based,neutral
Dal,Quinoa,Ghee,GOOD,Stable glucose,metabolic
Lemon,Chicken,Dal,DEPENDS,Context based,neutral
Ghee,Jowar,Milk,DEPENDS,Context based,neutral
Egg,Sweet Potato,Ghee,GOOD,Stable glucose,metabolic
Ghee,Orange,Almonds,DEPENDS,Context based,neutral
Apple,Orange,Ghee,DEPENDS,Context based,neutral
Ragi,Egg,Almonds,GOOD,Stable glucose,metabolic
Tomato,Banana,Peanut Butter,DEPENDS,Context based,neutral
Apple,Broccoli,Egg,DEPENDS,Context based,neutral
Ghee,Fish,Rice,GOOD,Stable glucose,metabolic
Olive Oil,Olive Oil,Almonds,DEPENDS,Context based,neutral
Rice,Orange,Brown Rice,DEPENDS,Context based,neutral
Quinoa,Fish,Peanut Butter,GOOD,Stable glucose,metabolic
Potato,Dal,Rice,GOOD,Stable glucose,metabolic
Banana,Spinach,Quinoa,DEPENDS,Context based,neutral
Potato,Sweet Potato,Dal,GOOD,Stable glucose,metabolic
Tomato,Milk,Jowar,DEPENDS,Context based,neutral
Sweet Potato,Paneer,Ghee,GOOD,Stable glucose,metabolic
Spinach,Paneer,Peanut Butter,DEPENDS,Context based,neutral
Apple,Rice,Carrot,DEPENDS,Context based,neutral
Dal,Dal,Almonds,DEPENDS,Context based,neutral
Brown Rice,Ragi,Orange,DEPENDS,Context based,neutral
Dal,Orange,Fish,DEPENDS,Context based,neutral
Broccoli,Quinoa,Almonds,DEPENDS,Context based,neutral
Paneer,Milk,Chickpeas,DEPENDS,Context based,neutral
Banana,Broccoli,Sweet Potato,DEPENDS,Context based,neutral
Peanut Butter,Milk,Egg,DEPENDS,Context based,neutral
Tomato,Curd,Quinoa,DEPENDS,Context based,neutral
Potato,Orange,Ragi,DEPENDS,Context based,neutral
Jowar,Curd,Milk,DEPENDS,Context based,neutral
Curd,Ragi,Ghee,DEPENDS,Context based,neutral
Egg,Quinoa,Chicken,GOOD,Stable glucose,metabolic
Broccoli,Milk,Rice,DEPENDS,Context based,neutral
Rice,Chickpeas,Olive Oil,GOOD,Stable glucose,metabolic
Spinach,Milk,Bajra,BAD,Calcium blocks iron,absorption
Dal,Bajra,Carrot,GOOD,Stable glucose,metabolic
Dal,Tomato,Orange,DEPENDS,Context based,neutral
Bajra,Jowar,Orange,DEPENDS,Context based,neutral
Fish,Quinoa,Ragi,GOOD,Stable glucose,metabolic
Almonds,Sweet Potato,Peanut Butter,DEPENDS,Context based,neutral
Chicken,Rice,Peanut Butter,GOOD,Stable glucose,metabolic
Orange,Brown Rice,Fish,GOOD,Stable glucose,metabolic
Banana,Egg,Lemon,DEPENDS,Context based,neutral
Bajra,Spinach,Brown Rice,DEPENDS,Context based,neutral
Chicken,Almonds,Bajra,GOOD,Stable glucose,metabolic
Banana,Paneer,Fish,DEPENDS,Context based,neutral
Rice,Peanut Butter,Broccoli,DEPENDS,Context based,neutral
Ghee,Milk,Ragi,DEPENDS,Context based,neutral
Ragi,Curd,Bajra,DEPENDS,Context based,neutral
Rice,Broccoli,Olive Oil,DEPENDS,Context based,neutral
Milk,Broccoli,Potato,DEPENDS,Context based,neutral
Egg,Carrot,Curd,DEPENDS,Context based,neutral
Lemon,Olive Oil,Chickpeas,DEPENDS,Context based,neutral
Almonds,Paneer,Curd,DEPENDS,Context based,neutral
Fish,Brown Rice,Peanut Butter,GOOD,Stable glucose,metabolic
Brown Rice,Olive Oil,Broccoli,DEPENDS,Context based,neutral
Carrot,Paneer,Jowar,GOOD,Stable glucose,metabolic
Spinach,Sweet Potato,Egg,GOOD,Stable glucose,metabolic
Almonds,Peanut Butter,Banana,DEPENDS,Context based,neutral
Paneer,Banana,Ragi,GOOD,Stable glucose,metabolic
Jowar,Egg,Tomato,GOOD,Stable glucose,metabolic
Ragi,Banana,Banana,DEPENDS,Context based,neutral
Tomato,Rice,Milk,DEPENDS,Context based,neutral
Apple,Curd,Spinach,BAD,Calcium blocks iron,absorption
Rice,Spinach,Orange,GOOD,Iron absorption boost,absorption
Peanut Butter,Chickpeas,Quinoa,GOOD,Stable glucose,metabolic
Spinach,Ragi,Potato,DEPENDS,Context based,neutral
Orange,Dal,Orange,DEPENDS,Context based,neutral
Curd,Orange,Egg,DEPENDS,Context based,neutral
Bajra,Rice,Olive Oil,DEPENDS,Context based,neutral
Potato,Paneer,Brown Rice,GOOD,Stable glucose,metabolic
Tomato,Orange,Tomato,DEPENDS,Context based,neutral
Paneer,Curd,Ghee,DEPENDS,Context based,neutral
Sweet Potato,Orange,Brown Rice,DEPENDS,Context based,neutral
Rice,Banana,Ragi,DEPENDS,Context based,neutral
Milk,Curd,Chicken,DEPENDS,Context based,neutral
Tomato,Ragi,Dal,GOOD,Stable glucose,metabolic
Bajra,Orange,Potato,DEPENDS,Context based,neutral
Carrot,Ragi,Spinach,DEPENDS,Context based,neutral
Milk,Spinach,Sweet Potato,BAD,Calcium blocks iron,absorption
Dal,Rice,Rice,GOOD,Stable glucose,metabolic
Carrot,Orange,Lemon,DEPENDS,Context based,neutral
Broccoli,Banana,Rice,DEPENDS,Context based,neutral
Chickpeas,Spinach,Fish,DEPENDS,Context based,neutral
Almonds,Banana,Almonds,DEPENDS,Context based,neutral
Chickpeas,Quinoa,Rice,GOOD,Stable glucose,metabolic
Chickpeas,Peanut Butter,Dal,DEPENDS,Context based,neutral
Chicken,Egg,Orange,DEPENDS,Context based,neutral
Broccoli,Dal,Broccoli,DEPENDS,Context based,neutral
Ghee,Banana,Sweet Potato,BAD,Heavy digestion + sugar spike,metabolic
Milk,Potato,Olive Oil,DEPENDS,Context based,neutral
Olive Oil,Fish,Quinoa,GOOD,Stable glucose,metabolic
Bajra,Tomato,Quinoa,DEPENDS,Context based,neutral
Apple,Broccoli,Tomato,DEPENDS,Context based,neutral
Chicken,Jowar,Banana,GOOD,Stable glucose,metabolic
Broccoli,Egg,Carrot,DEPENDS,Context based,neutral
Orange,Chicken,Quinoa,GOOD,Stable glucose,metabolic
Chickpeas,Ghee,Olive Oil,DEPENDS,Context based,neutral
Chicken,Almonds,Tomato,DEPENDS,Context based,neutral
Almonds,Peanut Butter,Curd,DEPENDS,Context based,neutral
Jowar,Almonds,Curd,DEPENDS,Context based,neutral
Quinoa,Brown Rice,Egg,GOOD,Stable glucose,metabolic
Tomato,Lemon,Fish,DEPENDS,Context based,neutral
Rice,Chicken,Broccoli,GOOD,Stable glucose,metabolic
Dal,Sweet Potato,Chicken,GOOD,Stable glucose,metabolic
Rice,Milk,Milk,DEPENDS,Context based,neutral
Ragi,Lemon,Jowar,DEPENDS,Context based,neutral
Chicken,Egg,Apple,DEPENDS,Context based,neutral
Chicken,Rice,Paneer,GOOD,Stable glucose,metabolic
Sweet Potato,Lemon,Jowar,DEPENDS,Context based,neutral
Chicken,Fish,Lemon,DEPENDS,Context based,neutral
Tomato,Bajra,Chicken,GOOD,Stable glucose,metabolic
Orange,Ragi,Potato,DEPENDS,Context based,neutral
Brown Rice,Rice,Carrot,DEPENDS,Context based,neutral
Curd,Chicken,Olive Oil,DEPENDS,Context based,neutral
Carrot,Jowar,Peanut Butter,GOOD,Vitamin A absorption,absorption
Jowar,Peanut Butter,Chickpeas,GOOD,Stable glucose,metabolic
Tomato,Apple,Jowar,DEPENDS,Context based,neutral
Brown Rice,Egg,Sweet Potato,GOOD,Stable glucose,metabolic
Orange,Egg,Quinoa,GOOD,Stable glucose,metabolic
Chicken,Banana,Orange,DEPENDS,Context based,neutral
Broccoli,Brown Rice,Chicken,GOOD,Stable glucose,metabolic
Peanut Butter,Potato,Olive Oil,DEPENDS,Context based,neutral
Chicken,Ghee,Dal,DEPENDS,Context based,neutral
Brown Rice,Apple,Chickpeas,GOOD,Stable glucose,metabolic
Potato,Egg,Bajra,GOOD,Stable glucose,metabolic
Dal,Orange,Tomato,DEPENDS,Context based,neutral
Ragi,Potato,Fish,GOOD,Stable glucose,metabolic
Brown Rice,Carrot,Chickpeas,GOOD,Stable glucose,metabolic
Olive Oil,Brown Rice,Chickpeas,GOOD,Stable glucose,metabolic
Fish,Bajra,Quinoa,GOOD,Stable glucose,metabolic
Broccoli,Jowar,Ragi,DEPENDS,Context based,neutral
Carrot,Almonds,Almonds,GOOD,Vitamin A absorption,absorption
Fish,Ghee,Brown Rice,GOOD,Stable glucose,metabolic
Sweet Potato,Ragi,Broccoli,DEPENDS,Context based,neutral
Brown Rice,Olive Oil,Sweet Potato,DEPENDS,Context based,neutral
Brown Rice,Paneer,Egg,GOOD,Stable glucose,metabolic
Jowar,Paneer,Rice,GOOD,Stable glucose,metabolic
Bajra,Bajra,Peanut Butter,DEPENDS,Context based,neutral
Dal,Ragi,Jowar,GOOD,Stable glucose,metabolic
Paneer,Brown Rice,Ragi,GOOD,Stable glucose,metabolic
Dal,Peanut Butter,Chicken,DEPENDS,Context based,neutral
Broccoli,Olive Oil,Carrot,GOOD,Vitamin A absorption,absorption
Fish,Curd,Egg,DEPENDS,Context based,neutral
Tomato,Banana,Orange,DEPENDS,Context based,neutral
Paneer,Apple,Spinach,DEPENDS,Context based,neutral
Potato,Paneer,Curd,GOOD,Stable glucose,metabolic
Apple,Brown Rice,Apple,DEPENDS,Context based,neutral
Fish,Apple,Almonds,DEPENDS,Context based,neutral
Brown Rice,Carrot,Chickpeas,GOOD,Stable glucose,metabolic
Almonds,Quinoa,Carrot,GOOD,Vitamin A absorption,absorption
Fish,Ghee,Carrot,GOOD,Vitamin A absorption,absorption
Almonds,Sweet Potato,Orange,DEPENDS,Context based,neutral
Broccoli,Curd,Tomato,DEPENDS,Context based,neutral
Carrot,Fish,Paneer,DEPENDS,Context based,neutral
Potato,Brown Rice,Curd,DEPENDS,Context based,neutral
Sweet Potato,Curd,Tomato,DEPENDS,Context based,neutral
Ragi,Chicken,Carrot,GOOD,Stable glucose,metabolic
Broccoli,Potato,Olive Oil,DEPENDS,Context based,neutral
Ragi,Paneer,Carrot,GOOD,Stable glucose,metabolic
Dal,Bajra,Paneer,GOOD,Stable glucose,metabolic
Chicken,Paneer,Spinach,DEPENDS,Context based,neutral
Rice,Ghee,Apple,BAD,Heavy digestion + sugar spike,metabolic
Orange,Brown Rice,Orange,DEPENDS,Context based,neutral
Lemon,Bajra,Curd,DEPENDS,Context based,neutral
Jowar,Orange,Ghee,DEPENDS,Context based,neutral
Peanut Butter,Egg,Paneer,DEPENDS,Context based,neutral
Carrot,Curd,Tomato,DEPENDS,Context based,neutral
Paneer,Olive Oil,Chicken,DEPENDS,Context based,neutral
Egg,Sweet Potato,Curd,GOOD,Stable glucose,metabolic
Olive Oil,Orange,Orange,DEPENDS,Context based,neutral
Dal,Ghee,Rice,GOOD,Stable glucose,metabolic
Ragi,Banana,Fish,GOOD,Stable glucose,metabolic
Milk,Chicken,Dal,DEPENDS,Context based,neutral
Fish,Dal,Milk,DEPENDS,Context based,neutral
Milk,Milk,Curd,DEPENDS,Context based,neutral
Dal,Almonds,Lemon,DEPENDS,Context based,neutral
Milk,Dal,Apple,DEPENDS,Context based,neutral
Spinach,Curd,Spinach,BAD,Calcium blocks iron,absorption
Egg,Bajra,Curd,GOOD,Stable glucose,metabolic
Lemon,Ghee,Curd,DEPENDS,Context based,neutral
Egg,Chickpeas,Chicken,DEPENDS,Context based,neutral
Bajra,Potato,Chicken,GOOD,Stable glucose,metabolic
Carrot,Paneer,Ragi,GOOD,Stable glucose,metabolic
Fish,Curd,Tomato,DEPENDS,Context based,neutral
Apple,Spinach,Potato,DEPENDS,Context based,neutral
Apple,Peanut Butter,Fish,DEPENDS,Context based,neutral
Ragi,Chickpeas,Ghee,GOOD,Stable glucose,metabolic
Carrot,Olive Oil,Sweet Potato,GOOD,Vitamin A absorption,absorption
Chicken,Almonds,Broccoli,DEPENDS,Context based,neutral
Peanut Butter,Milk,Peanut Butter,DEPENDS,Context based,neutral
Quinoa,Paneer,Quinoa,GOOD,Stable glucose,metabolic
Apple,Banana,Orange,DEPENDS,Context based,neutral
Rice,Bajra,Sweet Potato,DEPENDS,Context based,neutral
Tomato,Brown Rice,Paneer,GOOD,Stable glucose,metabolic
Ghee,Jowar,Banana,BAD,Heavy digestion + sugar spike,metabolic
Rice,Peanut Butter,Egg,GOOD,Stable glucose,metabolic
Olive Oil,Banana,Quinoa,BAD,Heavy digestion + sugar spike,metabolic
Tomato,Banana,Quinoa,DEPENDS,Context based,neutral
Broccoli,Milk,Chickpeas,DEPENDS,Context based,neutral
Potato,Rice,Tomato,DEPENDS,Context based,neutral
Chicken,Banana,Almonds,DEPENDS,Context based,neutral
Sweet Potato,Broccoli,Spinach,DEPENDS,Context based,neutral
Peanut Butter,Carrot,Jowar,GOOD,Vitamin A absorption,absorption
Ragi,Chicken,Dal,GOOD,Stable glucose,metabolic
Potato,Fish,Milk,GOOD,Stable glucose,metabolic
Quinoa,Banana,Banana,DEPENDS,Context based,neutral
Peanut Butter,Potato,Olive Oil,DEPENDS,Context based,neutral
Peanut Butter,Jowar,Rice,DEPENDS,Context based,neutral
Olive Oil,Chickpeas,Almonds,DEPENDS,Context based,neutral
Spinach,Broccoli,Lemon,GOOD,Iron absorption boost,absorption
Fish,Ghee,Ghee,DEPENDS,Context based,neutral
Egg,Paneer,Broccoli,DEPENDS,Context based,neutral
Milk,Tomato,Broccoli,DEPENDS,Context based,neutral
Curd,Quinoa,Chicken,GOOD,Stable glucose,metabolic
Chicken,Ragi,Chicken,GOOD,Stable glucose,metabolic
Almonds,Ghee,Sweet Potato,DEPENDS,Context based,neutral
Curd,Spinach,Curd,BAD,Calcium blocks iron,absorption
Curd,Ghee,Curd,DEPENDS,Context based,neutral
Peanut Butter,Paneer,Peanut Butter,DEPENDS,Context based,neutral
Bajra,Peanut Butter,Olive Oil,DEPENDS,Context based,neutral
Apple,Dal,Apple,DEPENDS,Context based,neutral
Peanut Butter,Chicken,Broccoli,DEPENDS,Context based,neutral
Apple,Almonds,Almonds,DEPENDS,Context based,neutral
Lemon,Broccoli,Orange,DEPENDS,Context based,neutral
Fish,Banana,Apple,DEPENDS,Context based,neutral
Curd,Chicken,Fish,DEPENDS,Context based,neutral
Milk,Rice,Bajra,DEPENDS,Context based,neutral
Spinach,Sweet Potato,Tomato,GOOD,Iron absorption boost,absorption
Orange,Sweet Potato,Potato,DEPENDS,Context based,neutral
Chicken,Milk,Ghee,DEPENDS,Context based,neutral
Dal,Olive Oil,Curd,DEPENDS,Context based,neutral
Lemon,Almonds,Carrot,GOOD,Vitamin A absorption,absorption
Rice,Spinach,Broccoli,DEPENDS,Context based,neutral
Jowar,Jowar,Chickpeas,GOOD,Stable glucose,metabolic
Jowar,Ragi,Ragi,DEPENDS,Context based,neutral
Apple,Carrot,Carrot,DEPENDS,Context based,neutral
Quinoa,Ghee,Lemon,DEPENDS,Context based,neutral
Banana,Bajra,Banana,DEPENDS,Context based,neutral
Peanut Butter,Potato,Ghee,DEPENDS,Context based,neutral
Lemon,Bajra,Paneer,GOOD,Stable glucose,metabolic
Curd,Apple,Olive Oil,DEPENDS,Context based,neutral
Lemon,Rice,Carrot,DEPENDS,Context based,neutral
Fish,Curd,Fish,DEPENDS,Context based,neutral
Dal,Broccoli,Paneer,DEPENDS,Context based,neutral
Bajra,Jowar,Milk,DEPENDS,Context based,neutral
Potato,Banana,Brown Rice,DEPENDS,Context based,neutral
Paneer,Quinoa,Potato,GOOD,Stable glucose,metabolic
Chickpeas,Apple,Tomato,DEPENDS,Context based,neutral
Carrot,Fish,Broccoli,DEPENDS,Context based,neutral
Banana,Bajra,Orange,DEPENDS,Context based,neutral
Milk,Paneer,Curd,DEPENDS,Context based,neutral
Brown Rice,Brown Rice,Paneer,GOOD,Stable glucose,metabolic
Broccoli,Lemon,Paneer,DEPENDS,Context based,neutral
Brown Rice,Potato,Ragi,DEPENDS,Context based,neutral
Banana,Jowar,Chicken,GOOD,Stable glucose,metabolic
Egg,Curd,Peanut Butter,DEPENDS,Context based,neutral
Fish,Paneer,Potato,GOOD,Stable glucose,metabolic
Banana,Dal,Ragi,GOOD,Stable glucose,metabolic
Fish,Banana,Olive Oil,DEPENDS,Context based,neutral
Curd,Dal,Broccoli,DEPENDS,Context based,neutral
Fish,Fish,Almonds,DEPENDS,Context based,neutral
Broccoli,Egg,Sweet Potato,GOOD,Stable glucose,metabolic
Quinoa,Ghee,Sweet Potato,DEPENDS,Context based,neutral
Spinach,Brown Rice,Potato,DEPENDS,Context based,neutral
Curd,Egg,Milk,DEPENDS,Context based,neutral
Banana,Olive Oil,Sweet Potato,BAD,Heavy digestion + sugar spike,metabolic
Chickpeas,Ragi,Egg,GOOD,Stable glucose,metabolic
Paneer,Jowar,Tomato,GOOD,Stable glucose,metabolic
Carrot,Tomato,Rice,DEPENDS,Context based,neutral
Olive Oil,Egg,Peanut Butter,DEPENDS,Context based,neutral
Bajra,Rice,Brown Rice,DEPENDS,Context based,neutral
Paneer,Broccoli,Fish,DEPENDS,Context based,neutral
Paneer,Rice,Carrot,GOOD,Stable glucose,metabolic
Bajra,Paneer,Apple,GOOD,Stable glucose,metabolic
Fish,Paneer,Sweet Potato,GOOD,Stable glucose,metabolic
Sweet Potato,Apple,Almonds,BAD,Heavy digestion + sugar spike,metabolic
Dal,Apple,Almonds,DEPENDS,Context based,neutral
Almonds,Apple,Banana,DEPENDS,Context based,neutral
Carrot,Paneer,Peanut Butter,GOOD,Vitamin A absorption,absorption
Brown Rice,Ragi,Bajra,DEPENDS,Context based,neutral
Chicken,Fish,Chickpeas,DEPENDS,Context based,neutral
Olive Oil,Potato,Spinach,DEPENDS,Context based,neutral
Milk,Jowar,Sweet Potato,DEPENDS,Context based,neutral
Sweet Potato,Sweet Potato,Egg,GOOD,Stable glucose,metabolic
Curd,Milk,Banana,DEPENDS,Context based,neutral
Almonds,Ragi,Olive Oil,DEPENDS,Context based,neutral
Curd,Sweet Potato,Potato,DEPENDS,Context based,neutral
Quinoa,Rice,Potato,DEPENDS,Context based,neutral
Dal,Carrot,Milk,DEPENDS,Context based,neutral
Fish,Ghee,Olive Oil,DEPENDS,Context based,neutral
Spinach,Almonds,Rice,DEPENDS,Context based,neutral
Peanut Butter,Brown Rice,Broccoli,DEPENDS,Context based,neutral
Curd,Bajra,Bajra,DEPENDS,Context based,neutral
Paneer,Orange,Peanut Butter,DEPENDS,Context based,neutral
Apple,Peanut Butter,Paneer,DEPENDS,Context based,neutral
Bajra,Fish,Banana,GOOD,Stable glucose,metabolic
Ragi,Tomato,Brown Rice,DEPENDS,Context based,neutral
Milk,Curd,Spinach,BAD,Calcium blocks iron,absorption
Chickpeas,Bajra,Olive Oil,GOOD,Stable glucose,metabolic
Sweet Potato,Lemon,Ghee,DEPENDS,Context based,neutral
Brown Rice,Bajra,Fish,GOOD,Stable glucose,metabolic
Quinoa,Tomato,Lemon,DEPENDS,Context based,neutral
Apple,Rice,Broccoli,DEPENDS,Context based,neutral
Sweet Potato,Chickpeas,Peanut Butter,GOOD,Stable glucose,metabolic
Almonds,Almonds,Paneer,DEPENDS,Context based,neutral
Egg,Banana,Broccoli,DEPENDS,Context based,neutral
Brown Rice,Peanut Butter,Jowar,DEPENDS,Context based,neutral
Ragi,Lemon,Chicken,GOOD,Stable glucose,metabolic
Curd,Quinoa,Tomato,DEPENDS,Context based,neutral
Brown Rice,Broccoli,Potato,DEPENDS,Context based,neutral
Potato,Chickpeas,Brown Rice,GOOD,Stable glucose,metabolic
Jowar,Milk,Sweet Potato,DEPENDS,Context based,neutral
Brown Rice,Milk,Paneer,GOOD,Stable glucose,metabolic
Jowar,Fish,Milk,GOOD,Stable glucose,metabolic
Olive Oil,Quinoa,Orange,DEPENDS,Context based,neutral
Paneer,Rice,Tomato,GOOD,Stable glucose,metabolic
Orange,Carrot,Dal,DEPENDS,Context based,neutral
Peanut Butter,Spinach,Ragi,DEPENDS,Context based,neutral
Tomato,Tomato,Almonds,DEPENDS,Context based,neutral
Chickpeas,Olive Oil,Peanut Butter,DEPENDS,Context based,neutral
Peanut Butter,Fish,Brown Rice,GOOD,Stable glucose,metabolic
Milk,Carrot,Apple,DEPENDS,Context based,neutral
Broccoli,Quinoa,Dal,GOOD,Stable glucose,metabolic
Peanut Butter,Brown Rice,Banana,BAD,Heavy digestion + sugar spike,metabolic
Sweet Potato,Dal,Banana,GOOD,Stable glucose,metabolic
Almonds,Ragi,Bajra,DEPENDS,Context based,neutral
Olive Oil,Banana,Sweet Potato,BAD,Heavy digestion + sugar spike,metabolic
Dal,Jowar,Ghee,GOOD,Stable glucose,metabolic
Banana,Egg,Peanut Butter,DEPENDS,Context based,neutral
Curd,Egg,Curd,DEPENDS,Context based,neutral
Tomato,Sweet Potato,Dal,GOOD,Stable glucose,metabolic
Ghee,Lemon,Egg,DEPENDS,Context based,neutral
Peanut Butter,Spinach,Bajra,DEPENDS,Context based,neutral
Ghee,Peanut Butter,Ghee,DEPENDS,Context based,neutral
Chicken,Bajra,Almonds,GOOD,Stable glucose,metabolic
Egg,Tomato,Dal,DEPENDS,Context based,neutral
Jowar,Potato,Apple,DEPENDS,Context based,neutral
Dal,Olive Oil,Milk,DEPENDS,Context based,neutral
Ghee,Paneer,Fish,DEPENDS,Context based,neutral
Broccoli,Peanut Butter,Brown Rice,DEPENDS,Context based,neutral
Bajra,Spinach,Apple,DEPENDS,Context based,neutral
Almonds,Chickpeas,Spinach,DEPENDS,Context based,neutral
Carrot,Orange,Brown Rice,DEPENDS,Context based,neutral
Milk,Bajra,Spinach,BAD,Calcium blocks iron,absorption
Milk,Potato,Chickpeas,GOOD,Stable glucose,metabolic
Potato,Curd,Almonds,DEPENDS,Context based,neutral
Jowar,Curd,Dal,GOOD,Stable glucose,metabolic
Peanut Butter,Lemon,Bajra,DEPENDS,Context based,neutral
Olive Oil,Ghee,Tomato,DEPENDS,Context based,neutral
Chickpeas,Lemon,Ghee,DEPENDS,Context based,neutral
Tomato,Paneer,Peanut Butter,DEPENDS,Context based,neutral
Chicken,Ghee,Orange,DEPENDS,Context based,neutral
Apple,Chickpeas,Almonds,DEPENDS,Context based,neutral
Egg,Orange,Potato,GOOD,Stable glucose,metabolic
Milk,Bajra,Sweet Potato,DEPENDS,Context based,neutral
Broccoli,Apple,Bajra,DEPENDS,Context based,neutral
Dal,Chicken,Orange,DEPENDS,Context based,neutral
Broccoli,Dal,Tomato,DEPENDS,Context based,neutral
Milk,Broccoli,Fish,DEPENDS,Context based,neutral
Broccoli,Bajra,Spinach,DEPENDS,Context based,neutral
Apple,Brown Rice,Broccoli,DEPENDS,Context based,neutral
Quinoa,Chickpeas,Ghee,GOOD,Stable glucose,metabolic
Milk,Banana,Orange,DEPENDS,Context based,neutral
Chicken,Sweet Potato,Apple,GOOD,Stable glucose,metabolic
Tomato,Milk,Rice,DEPENDS,Context based,neutral
Ghee,Spinach,Jowar,DEPENDS,Context based,neutral
Spinach,Bajra,Almonds,DEPENDS,Context based,neutral
Ragi,Dal,Paneer,GOOD,Stable glucose,metabolic
